"","Economic","Environment","wantPossible","unityDifferences","lawsPeople","ownAll","pCongress","pBusiness","tCongress","tBusiness","Change","LGBT","mLeft","mRight"
"28",92.8923588042153,4.13692524479754,100,15,96,29,84.9639264415814,54.6536627552849,39.1879754599076,73.4032220134612,4.67232136131626,2,2,8
"29",1.76513659387865,0.463061207831272,100,0,100,100,76.6702678468492,73.9749670028687,15.7653252283732,45.65466509925,48.2070541378152,3,3,3
"30",7.81868255395685,7.19368255395684,99,100,100,0,NA,85.3764325127334,NA,NA,88.1691209532374,3,3,4
"31",94.314483926367,0.0366329596307027,87,2,11,3,58.9513948274667,99.5496156937671,35.4507746473448,96.0000333844372,0.695922650493713,2,4,5
"32",1.47650629496403,0.22650629496403,35,100,0,50,88.0067567567568,79.6584670608108,50.6756756756757,57.1922508445946,52.34375,1,4,7
"33",15.7314080571912,78.192837602622,100,100,7,99,NA,83.7923044170089,NA,NA,53.4733086715733,3,1,3
"34",10.7549026549236,12.9742299457765,96,99,92,15,50.8318728870816,32.26441277398,60.9459704822964,31.2776671515571,49.4316806843369,5,4,5
"35",94.1471984462453,2.31731526609514,0,5,100,2,69.2329129462279,23.0502204656872,52.5866416026584,87.3097151280293,91.4729031902719,3,1,1
"36",9.71166816546762,10.3366681654676,38,79,41,34,70.4391891891892,59.2192778716216,20.945945945946,70.0300886824324,47.8296425359712,5,1,3
"37",100,0,100,100,100,0,58.0630896226415,NA,NA,NA,100,5,2,4
"38",0.681202840462014,3.181202840462,12,100,0,100,45.7770283157761,33.5578622044744,45.945947234695,22.2402946369068,50.1157873139965,3,5,5
"39",7.59745692067424,87.8261931045343,98,0,0,100,NA,NA,NA,NA,90.7762649748125,1,1,1
"40",48.1858160145685,1.643585985524,75,83,100,35,73.1496727041137,80.3329686725577,11.3381715086941,48.9988187045298,32.9395554023505,3,4,7
"41",32.3796375111955,32.3490368224489,92,66,100,0,88.5719678584911,47.6524243521493,9.01270342036399,14.2374943182256,61.9723942107428,3,3,7
"42",5.14513536079637,87.966150827414,5,100,10,100,71.9696600225907,81.5537525128715,91.1378474175176,73.2354791858528,90.2675204351268,1,5,5
"43",16.6712567446043,14.1712567446043,69,81,25,73,24.6621621621622,64.1179265202703,25.5067567567567,53.9827913851351,64.8798617356115,5,3,5
"44",100,0,100,100,0,0,60.1000265641646,51.7666903409091,46.8424450267445,13.0040660048976,53.2828273195209,3,5,5
"45",36.8500214597927,49.8411743291232,100,0,0,0,7.16266499625312,11.2234777874417,2.11709207958645,7.02425903744168,NA,3,4,7
"46",0.703795296903209,99.2962047030968,100,100,0,3,89.1839508170199,79.5985675508406,10.6037678189434,62.5239071090875,51.5529387292856,5,2,4
"47",6.70105557067092,83.4883568365031,84,93,42,46,48.5909606471206,22.2798694263805,NA,NA,48.0282343030451,4,5,5
"48",9.31743554071726,6.83886192931724,90,13,72,89,NA,NA,68.1313086956187,NA,8.2212170636092,5,4,5
"49",0.0781249999999956,35.078125,86,17,32,69,52.1959459459459,65.3003589527027,30.5743243243243,45.5368454391892,60.6398943345324,5,1,4
"50",7.07055857880763,84.3592296618958,81,100,12,85,NA,NA,NA,NA,52.3446156238262,5,3,4
"51",94.8943356301287,1.76933563012871,91,87,89,10,37.5000012887491,65.8213757179879,34.7972985860464,68.6929973396095,96.5917315586008,3,4,5
"52",7.40331851007694,86.9487730555315,100,0,5,10,81.3106652462121,33.0803148674242,19.9470288825758,39.5197088068182,50.6024528566768,4,1,7
"53",11.7509323661344,83.0429300637526,3,100,100,100,13.6384103033278,85.3805065155029,19.8559933238559,84.161369005839,13.6668797693439,3,5,7
"54",30.3569019784173,32.8569019784173,4,69,54,26,38.1756756756757,57.5300886824324,25.6756756756757,76.6179265202703,26.292996852518,4,6,8
"55",2.75065953766604,2.09980860586267,100,4,100,100,82.654262913598,80.4913547303941,81.667517291175,23.1370581520928,NA,2,1,2
"57",92.1689523381295,3.4189523381295,100,100,73,21,24.4932432432432,90.6381967905405,11.1486486486486,91.4827913851351,49.7732126798561,5,5,8
"58",78.2379163621499,8.91973454396809,100,0,0,0,NA,NA,NA,NA,83.8970506261691,1,1,4
"59",12.6702373573929,10.5002613040343,100,100,100,13,73.7779762171492,57.503112358383,9.94432908070238,59.673090826107,47.3572484704297,3,4,4
"60",11.4630170863309,11.4630170863309,66,60,65,43,67.7364864864865,26.4490076013513,25.5067567567567,78.3071157094595,50.3150292266186,3,1,8
